S1,1,0,8,0,E5,D5,E5,G5,H5,I6,I7,I8,
S1,1,1,4,0,I7,I6,I4,H5,
S1,1,2,13,3,G5,G5,G7,G8,G9,G9,F9,E9,E8,D9,C8,C9,B9,
S1,1,3,49,39,C8,A9,A8,A8,B9,C9,C8,C7,C6,C5,C6,C4,C3,B3,A3,A2,A3,A5,A6,B5,A6,A7,A8,A9,A8,B9,C9,D9,E9,F9,G9,H9,I9,I8,I7,I6,I5,I4,I5,I3,I2,I1,H1,G1,F1,E1,E1,E2,E1,
S1,1,4,9,5,D1,E2,E2,F1,G1,G2,F1,H1,G1,
S1,1,5,7,0,F1,D1,C1,C2,C3,B3,C3,
S1,1,6,17,11,D3,E3,F3,E3,F3,G3,G4,G6,G5,G7,F7,E7,D7,E7,D7,E6,E7,
S1,1,7,31,25,E7,E8,E9,F9,G9,H9,I9,I8,I7,H7,I6,I5,I4,I3,I2,I1,H1,G1,F1,E1,D1,E2,C1,B1,A1,A2,A3,A4,A5,A6,,
S1,2,0,33,25,E5,D5,C5,B5,A5,B5,B5,B5,B5,A4,A2,A3,A1,B1,A2,A2,C1,C2,D1,E1,F1,G1,H1,I1,H1,I2,I3,I4,I5,I6,I7,I8,I9,
S1,2,1,4,0,I7,I6,I5,H5,
S1,2,2,30,20,I4,H5,I5,I4,I3,H3,I4,H3,I2,I1,H1,I2,G1,F1,E1,D1,C1,A2,B1,A1,A1,B1,B3,A3,A4,A5,A6,A7,A8,A9,
S1,2,3,19,9,B9,A8,A9,C9,C8,C7,C5,C6,C3,C4,C2,C1,D1,E1,F1,G1,F1,E1,E2,
S1,2,4,4,0,E1,F1,G1,H1,
S1,2,5,10,3,I1,I2,H1,G1,G2,G3,F3,E3,D3,C3,
S1,2,6,65,59,B3,C3,B3,A3,C3,D3,E3,F3,G3,H3,G4,G5,H5,H5,G6,G7,G8,G7,G8,E7,D7,C7,B7,A7,A8,A9,A7,A6,A5,A4,A2,A3,A1,B1,C1,D1,E1,F1,G1,H1,I1,I2,I3,I4,I6,I7,I8,I9,I8,H9,G9,F9,E9,D9,C9,B9,A9,A8,A7,A6,A7,B7,D7,E6,E7,
S1,2,7,43,37,E6,F7,E6,E7,D7,C7,C6,C5,C4,C3,C2,C1,D1,E1,F1,E1,E2,E2,F1,H1,G1,I1,I1,I2,I3,I4,I5,I6,I7,I8,I9,I8,H9,G9,F9,E9,D9,C9,B9,A9,A8,A7,A6,
S1,3,0,8,0,D5,F5,H5,I5,I6,H7,I7,I8,
S1,3,1,5,1,I7,I6,I5,H5,I5,
S1,3,2,23,13,I5,I5,I4,I3,I2,I1,H1,G1,F1,E1,D1,C1,B1,A1,A2,A4,A3,A5,A6,A7,A8,A9,B9,
S1,3,3,22,12,A9,A8,A5,A6,A4,A3,A2,A1,B1,D1,C1,E1,E1,F1,G1,G1,H1,G1,F1,E1,E2,E1,
S1,3,4,4,0,F1,G1,H1,I1,
S1,3,5,15,8,I2,I3,H3,I4,I5,I4,I3,H3,G3,E3,D3,C3,C3,B3,A3,
S1,3,6,42,36,A4,A5,A4,A3,A2,A1,B1,A1,D1,E1,F1,G1,H1,H1,I1,H1,I2,I3,I4,I5,I6,I7,I8,I8,I9,H9,G9,G8,F9,F9,G8,F9,E9,E8,D9,C9,C8,C8,C7,D7,E6,E5,
S1,3,7,34,28,E4,E3,E2,E1,E1,D1,C1,E1,F1,G1,H1,I1,I2,I3,I4,I5,I6,I7,I8,I9,H9,F9,G9,E9,D9,C8,C9,B9,A9,A9,A8,A7,A6,,
S1,4,0,10,2,D5,F5,G5,H5,I5,H5,I6,I7,H7,I8,
S1,4,1,4,0,I7,I6,I5,H5,
S1,4,2,30,20,H5,H5,H5,G5,F5,E5,D5,E6,E7,F7,G7,E7,D7,C7,C6,C5,C4,D3,C3,C3,B3,A3,A4,A3,A4,A6,A7,A8,A9,B9,
S1,4,3,21,11,C9,C8,D9,E9,E8,F9,G9,G9,G9,H9,I9,I8,I7,I6,I5,H5,G4,G3,F3,E2,E1,
S1,4,4,5,1,F1,G2,G1,H1,G1,
S1,4,5,10,3,F1,E1,D1,C1,B1,A1,A2,B3,A3,A3,
S1,4,6,6,0,C4,D5,E6,E5,E6,E7,
S1,4,7,34,28,E8,E9,D9,B9,C9,C8,E9,D9,F9,G9,H9,I9,I8,I7,I6,I5,I4,I3,I2,I1,H1,G1,F1,E1,D1,C1,B1,A1,A2,A3,A4,A5,A6,,
S1,5,0,28,20,D5,C5,B5,A5,A6,A7,A8,A6,A4,A3,A2,A1,A2,C1,D1,E1,F1,G1,H1,I1,I2,I3,I4,I5,I6,I7,I8,I7,
S1,5,1,4,0,I7,I6,I5,H5,
S1,5,2,38,28,F5,E5,D5,B5,A5,A6,B5,A4,B3,A3,A2,A3,A1,B1,D1,E1,F1,G1,H1,I1,I2,I4,I3,I5,I6,I7,I8,I9,H9,G9,G8,F9,E9,E8,D9,C8,C9,B9,
S1,5,3,16,6,C9,C8,C7,C8,C6,C5,C4,C3,C2,C1,D1,E1,G1,F1,E1,E2,
S1,5,4,4,0,E1,F1,G1,H1,
S1,5,5,24,17,I1,G1,G2,F1,F1,E1,D1,E1,E2,E3,E4,E5,E6,E5,E5,E7,E6,E5,E4,E3,F3,D3,C3,B3,
S1,5,6,6,0,C4,C5,D5,E6,E5,E7,
S1,5,7,55,49,E8,E9,E9,D9,C8,C9,B9,A9,A8,A7,B7,A6,A5,A4,A3,B3,A2,A1,B1,C1,D1,E1,F1,G1,H1,I1,H1,I2,I3,I4,I5,I6,I7,I8,I9,I8,I8,H9,G9,G8,F9,E9,E9,E8,D9,C8,C9,B9,A9,A9,A8,B9,A7,A6,,
S1,6,0,10,2,D5,E5,F5,G5,H5,I5,I6,H7,I7,I8,
S1,6,1,5,1,I7,I7,I6,H5,I5,
S1,6,2,16,6,I5,H5,G5,F5,E5,D5,C5,B5,B5,A5,A6,A7,A8,A9,A9,B9,
S1,6,3,22,12,A9,A8,A9,B9,B7,A7,A6,A7,A5,B5,A4,A3,B3,A2,A1,B1,A2,B1,C2,C1,D1,E1,
S1,6,4,5,1,E2,F1,G1,G2,H1,
S1,6,5,40,33,I2,I2,I1,I4,I5,H5,I5,I7,I6,H7,I8,I9,H9,H9,G8,G9,F9,E9,E8,F9,E8,E6,E5,E4,E3,E2,E1,E1,F1,G2,G1,H1,H1,G1,F1,E1,D1,C1,C2,B3,
S1,6,6,6,0,B3,C4,D5,E6,E5,F5,
S1,6,7,16,10,E4,F3,E3,E2,E1,E2,C1,B1,A1,A2,A3,A4,A5,A6,,,
S1,7,0,9,1,D5,E5,G5,F5,H5,I5,I6,I7,I8,
S1,7,1,4,0,I7,I6,I5,H5,
S1,7,2,19,9,H5,I5,I6,H5,I5,H5,I6,I7,I8,I9,I8,H9,G9,G8,F9,D9,E9,C9,B9,
S1,7,3,66,56,C8,C9,B9,A9,A8,A7,A6,A5,A4,A3,A2,A1,B1,C1,D1,E1,F1,G2,G1,H1,I1,I2,H1,I3,I4,H5,I5,I6,I7,H7,I8,I9,H9,G9,G8,F9,E9,D9,E8,D9,C8,C9,C7,C6,C5,C4,C3,C2,B3,C3,C3,B3,C2,C1,C2,D1,E1,F1,G1,G2,G2,H1,G1,F1,E1,E2,
S1,7,4,4,0,F1,G2,G1,H1,
S1,7,5,22,15,G1,I2,I1,G1,F1,E1,E1,E2,E3,E5,E6,E5,E7,D7,E6,E5,E4,E3,E3,D3,C3,B3,
S1,7,6,6,0,C3,B3,B3,D5,E5,E6,
S1,7,7,14,8,E6,E8,E7,E9,E8,E8,D9,C9,B9,A9,A8,B9,A7,A6,
S1,8,0,14,6,D5,E5,E5,E5,E6,E7,E8,E9,D9,E9,F9,G9,H9,I9,
S1,8,1,5,1,I8,I7,I6,I5,H5,
S1,8,2,17,7,G5,E5,D5,E5,C5,B5,A5,A6,A5,A4,A3,A4,A5,A6,A7,A8,A9,
S1,8,3,22,12,B9,A8,C9,D9,E9,E8,F9,G9,H9,G8,H9,I9,I8,I7,I6,I5,I4,I3,H3,G3,F3,E2,
S1,8,4,4,0,E1,G2,F1,G1,
S1,8,5,33,26,H1,I2,I1,I1,G1,F1,G1,G2,G2,G2,G4,G5,G6,G7,F7,E7,D7,C7,C6,C5,C4,C5,C3,C2,E3,D3,F3,G3,F3,E3,D3,C3,B3,
S1,8,6,6,0,C4,C5,D5,E5,E6,E7,
S1,8,7,11,5,E8,E9,E8,C8,C9,A9,A8,B9,A7,A6,,
S1,9,0,12,4,D5,E5,F5,G5,H5,I5,I4,H5,I6,H7,I7,I8,
S1,9,1,4,0,I7,I6,I5,I4,
S1,9,2,23,13,H5,I5,I5,H5,G4,E4,E5,D5,E5,C5,A5,B5,A4,A3,A2,A1,A4,A3,A5,A7,A8,A9,B9,
S1,9,3,19,9,C9,C8,B9,D9,E9,E8,F9,G9,G8,H9,I9,I8,I7,I6,I5,H5,G4,F3,E2,
S1,9,4,6,2,E1,F1,G2,G1,G2,H1,
S1,9,5,54,47,G1,F1,D1,E1,F1,G1,H1,I1,I2,I3,I5,I4,I5,I6,I7,I8,I9,I9,H9,H9,I8,G8,G9,G8,F9,E9,E8,E9,E8,D9,C8,C9,B9,C8,C8,C7,D7,E7,E6,E7,E6,E5,E4,E5,E4,E5,D5,C5,C4,C3,C3,D3,C3,B3,
S1,9,6,15,9,B3,C4,C5,D5,E6,E7,D7,C7,B7,A7,A8,A7,B7,A6,A6,
S1,9,7,6,0,,,,,,,
S1,10,0,9,1,D5,E5,F5,G5,H5,I5,I6,I7,I8,
S1,10,1,4,0,I6,I5,I4,H5,
S1,10,2,12,2,F5,D5,E5,C5,B5,A5,A6,A7,A8,A9,B9,C9,
S1,10,3,17,7,C8,D9,E9,F9,G9,G8,H9,I9,I8,I7,I6,I5,H5,G4,F3,E2,E1,
S1,10,4,4,0,F1,G2,G1,H1,
S1,10,5,9,2,G1,F1,E1,D1,E1,C2,C3,B3,C4,
S1,10,6,6,0,D5,E5,E6,E5,E3,E4,
S1,10,7,14,8,E2,E1,D1,C1,B1,A1,A3,A2,A4,A5,A6,,,,
S2,1,0,54,46,D5,C5,C5,D5,E5,F5,G5,G6,G7,F7,G6,G7,G8,G9,G8,G7,G6,G5,F5,G4,G3,F3,E3,E4,E3,E2,E1,F1,G1,F1,E1,D1,E1,E2,E1,D1,C1,B1,A1,A2,A3,A4,A5,A6,A7,A8,A9,B9,C9,D9,E9,F9,G9,H9,
S2,1,1,6,2,I9,I8,I7,I6,I5,H5,
S2,1,2,80,70,G4,G3,H3,F3,E3,E4,E5,F5,E5,E6,E7,E8,E9,D9,C9,C8,C7,D7,D7,E7,E6,F7,G6,G5,G4,G3,G4,F3,E3,D3,C3,C4,C5,C6,C7,D7,E7,F7,G7,F7,F7,G6,G5,F5,E5,E5,D5,C5,C6,C5,C7,D7,E7,F7,G7,G6,G5,G4,G3,H3,F3,E3,E2,E3,D3,C3,C4,B3,A3,A2,A1,A2,A3,A4,A5,A6,A7,A8,A9,A8,
S2,1,3,30,20,B9,C9,D9,E9,F9,G9,G8,G9,H9,I9,I8,G7,D5,H7,I7,I8,I8,I7,I6,I7,H7,G7,F7,E7,E6,F5,E4,F3,E3,D3,
S2,1,4,159,155,C3,C4,C5,D5,E5,F5,G5,F5,E5,E6,E7,D7,E7,E8,E9,E8,E9,D9,C9,C8,B9,A9,A8,A7,A6,A5,A4,A3,A2,A1,B1,C1,D1,E1,F1,G1,G2,H1,I1,I2,I3,I4,I5,H5,G5,H5,I5,I7,I6,H5,I5,I6,I7,I8,I9,H9,G9,F9,E9,D9,C9,B9,A9,A8,C9,C8,C7,C6,C5,C4,D3,E3,E2,E3,C7,D5,E3,D3,E2,E3,F3,G3,G4,G5,G6,G7,G8,G9,F9,G9,E9,E8,D9,C9,B9,A9,A8,A7,A6,A5,A6,B5,C5,D5,E5,F5,G5,H5,I5,I6,I7,H7,G7,F7,E7,D7,C7,B7,B7,C6,C5,C4,C3,D3,C3,C2,C1,B1,A1,A2,A3,A4,A5,B5,A6,A7,A8,A9,B9,C9,D9,E9,E8,F9,G9,G8,H9,I9,I8,I7,I6,I5,I4,I3,H3,I3,I2,I1,H1,
S2,1,5,12,5,E2,G2,H1,G1,G1,G2,G3,F3,E3,D3,C3,B3,
S2,1,6,6,0,C4,D5,E5,E6,E5,D5,
S2,1,7,8,2,C4,C3,B3,A3,A4,A5,,,
S2,2,0,49,41,D5,E5,E4,E3,D3,C3,C4,C3,C4,C5,C5,D5,C6,C7,C6,D7,E7,F7,G7,G6,G5,G4,G3,F3,E3,E2,E1,D1,C1,C2,C1,B1,A1,A2,A3,B3,A3,A4,A5,A6,A7,B7,C7,D7,E7,F7,G7,H7,I7,
S2,2,1,28,24,I8,I9,H9,H9,G7,E6,G7,H9,H9,G9,G8,F9,E9,E8,D9,C9,C8,C7,D7,C7,C6,C5,D5,E5,E6,F5,G5,H5,
S2,2,2,46,36,H5,G4,G5,F5,E5,D5,C5,B5,C5,C6,C7,D7,C8,C9,D9,E9,E8,F9,G9,H9,I9,I8,I7,I6,I5,I4,I3,I2,I1,H1,G1,F1,E1,D1,C1,B1,A1,A2,A3,A4,A5,A6,A7,A8,A9,B9,
S2,2,3,25,15,C9,D7,G5,D7,E7,B9,C8,C9,C9,C9,C8,C7,D7,E7,E6,E5,F5,E4,E3,E2,C7,C6,D3,E3,E2,
S2,2,4,17,13,E3,E4,E5,E6,E7,D7,C7,C6,C5,C4,C3,D3,E3,E2,F1,G1,H1,
S2,2,5,15,8,G1,G2,G3,H3,G3,G3,F3,E3,D3,C3,B3,D3,G2,C3,B3,
S2,2,6,11,5,C3,D3,E3,E4,E5,E6,D5,C4,B3,C4,E5,
S2,2,7,30,24,E6,E6,F7,G7,H7,I7,I6,I5,I4,I3,H3,I2,I3,I2,I3,H3,G3,F3,E3,E2,D3,C3,B3,A3,A4,A5,A6,E6,C6,A6,
S2,3,0,10,2,E5,D5,E5,E6,E7,F7,G7,G8,G9,H9,
S2,3,1,11,7,I9,I8,I9,I7,I6,I5,H5,I6,I7,H5,I5,
S2,3,2,19,9,I4,I5,H5,I4,I3,H3,G3,F3,E3,D3,C3,B3,A3,A4,A5,A6,A7,A8,A9,
S2,3,3,50,40,B9,A9,E7,G5,G6,C8,B9,C9,C8,C7,D7,E7,E6,E5,F5,G5,G4,G4,G5,F5,E5,D5,C5,C5,C4,D3,C3,B3,A3,A4,A5,A6,A7,A8,A9,B9,C9,D9,E9,E8,E7,E7,E6,E5,E4,E3,E2,C5,B9,C6,
S2,3,4,31,27,E2,E1,D1,C1,C2,C3,D3,C4,C5,B5,A5,A6,A7,A8,A9,B9,C9,D9,E9,F9,G9,H9,I9,I8,I7,I6,I5,I4,I3,I2,I1,
S2,3,5,14,7,H1,G2,G1,E2,G1,H1,G1,G2,G3,F3,E3,D3,C3,B3,
S2,3,6,9,3,C4,D5,E5,E6,D5,C4,B3,D5,E6,
S2,3,7,30,24,E6,E7,E8,E9,F9,G9,G8,H9,I9,I8,I7,I6,I5,I4,I3,I2,I1,H1,G1,F1,E1,D1,C1,B1,A1,A2,A3,A4,A5,A6,
S2,4,0,43,35,E5,D5,E5,F5,G5,H5,I5,I4,I3,I2,I1,H1,G1,F1,E1,D1,C1,B1,A1,A2,A3,A4,A5,A6,A7,A8,A9,B9,C9,D9,E9,F9,G9,H9,I9,I8,G7,G6,E5,D5,H7,I8,I7,
S2,4,1,4,0,I7,I6,I5,H5,
S2,4,2,21,11,I4,I3,I2,I1,H1,G1,F1,E1,D1,C1,B1,A1,A2,A3,A4,A5,A6,A7,A8,A9,B9,
S2,4,3,17,7,I4,G6,C9,C8,B9,C8,C8,C7,D7,E7,E6,E5,F5,E5,E4,E3,E2,
S2,4,4,22,18,E3,E4,E5,E6,E7,E8,E9,F9,G9,H9,I9,I8,I7,I6,I5,I4,I3,I2,I1,H1,G1,H1,
S2,4,5,10,3,G1,G2,G3,G2,G3,F3,E3,D3,C3,B3,
S2,4,6,12,6,A3,A4,A5,A6,A7,B7,C7,C8,C7,D7,E7,E6,
S2,4,7,43,37,E6,E5,F5,D5,C5,C6,C5,B5,A5,A4,A3,A2,A1,B1,C1,D1,E1,F1,G1,H1,I1,I2,I3,I4,I5,I6,I7,I8,I9,H9,G9,G8,F9,E9,E8,D9,C9,C8,B9,A9,A8,A7,A6,
S2,5,0,19,11,E5,D5,E5,E4,E3,F3,E2,E1,F1,G1,H1,I1,I2,I3,I4,I5,I6,I7,I8,
S2,5,1,9,5,H7,E5,G7,I8,I9,I7,I6,I5,H5,
S2,5,2,23,13,H5,I5,I4,I3,I2,I1,H1,G1,F1,E1,D1,C1,B1,A1,A2,A3,A4,A5,A6,A7,A8,A9,B9,
S2,5,3,16,6,C9,C8,C7,D7,E7,E6,E5,E4,E3,E2,D5,C8,C6,E3,D3,E2,
S2,5,4,29,25,E3,D3,C2,C3,B3,A3,A4,A5,A6,A7,A8,A9,B9,C9,D9,E9,F9,G9,H9,I9,I8,I7,I6,I5,I4,I3,I2,I1,H1,
S2,5,5,21,14,I1,G1,G2,E2,G1,H1,G1,G2,G3,H3,F3,E3,D3,C3,B3,C3,E2,H1,G1,E2,B3,
S2,5,6,6,0,C3,D3,E3,E4,E5,E6,
S2,5,7,11,5,E6,E7,E8,E9,D9,C9,B9,A9,A8,A7,A6,
S2,6,0,36,28,D5,E5,F5,G5,H5,I5,I4,I3,I2,I1,H1,G1,F1,E1,D1,C1,B1,A1,A2,A3,A4,A5,A6,A7,A8,A9,B9,C9,D9,E9,F9,G9,H9,I9,I8,I7,
S2,6,1,4,0,I7,I6,I5,H5,
S2,6,2,25,15,I5,I7,I6,I4,I3,H3,G3,G2,G1,H1,F1,E1,D1,C1,B1,A1,A2,A3,A4,A5,A6,A7,A8,A9,B9,
S2,6,3,20,10,E6,C8,B9,C9,C8,C9,C8,C7,C8,C7,D7,E7,E6,E5,E4,E3,E2,C6,C7,E2,
S2,6,4,4,0,E1,F1,G1,G2,
S2,6,5,19,12,H1,G1,G2,E2,G2,I2,H1,I2,H1,I2,H1,G1,G2,G3,F3,E3,D3,C3,B3,
S2,6,6,14,8,D3,G2,D3,A4,B3,C4,C5,D5,E5,E6,D5,C4,D5,E6,
S2,6,7,12,6,E6,F7,E7,E8,E9,D9,C9,B9,A9,A8,A7,A6,
S2,7,0,24,16,D5,E5,E4,E3,E2,E1,F1,G1,G2,H1,I1,I2,I3,I4,I5,I6,I7,I8,G7,E6,E5,F7,I9,I8,
S2,7,1,4,0,I7,I6,I5,H5,
S2,7,2,23,13,H5,I7,I6,I4,I3,I2,I1,H1,G1,F1,E1,D1,C1,B1,A1,A2,A3,A4,A5,A6,A7,A8,A9,
S2,7,3,16,6,B9,C8,I4,C9,C8,B9,C9,C8,C7,D7,E7,E6,E5,E4,E3,D3,
S2,7,4,5,1,E2,E1,F1,G1,H1,
S2,7,5,27,20,G1,G2,G3,F3,E3,E4,E5,E6,E7,D7,C7,D7,E7,E6,E5,D5,E4,E3,D3,C3,B3,E2,G1,G2,E2,B3,A3,
S2,7,6,9,3,A3,A3,A3,C3,D3,E3,E4,E5,F5,
S2,7,7,13,7,E6,E7,E8,E9,D9,C9,C8,B9,A9,A8,A7,A6,A5,
S2,8,0,11,3,E5,D5,E5,F5,G5,H5,I5,I6,I7,I8,I9,
S2,8,1,9,5,I7,I6,I5,H5,I7,I8,I7,H5,I5,
S2,8,2,14,4,H5,G5,F5,E5,D5,C5,B5,A5,A4,A5,A6,A7,A8,A9,
S2,8,3,15,5,B9,C8,C9,C7,D7,E6,E5,E4,E3,E2,D5,C7,C6,D3,E2,
S2,8,4,6,2,E1,F1,G1,H1,G1,H1,
S2,8,5,11,4,G1,I1,H1,G1,G2,G3,F3,E3,D3,C3,B3,
S2,8,6,10,4,C3,D3,E4,E5,E6,D5,E5,C4,D5,E6,
S2,8,7,31,25,E7,E8,E9,F9,G9,H9,I9,I8,I7,I6,I5,I4,I3,I2,I1,H1,G1,F1,E1,D1,C1,B1,A1,A2,A3,A4,A5,A6,C6,E6,A6,
S2,9,0,15,7,D5,C5,C6,C7,C8,C9,C9,B9,D9,E9,F9,G9,G8,H9,I9,
S2,9,1,10,6,I8,G7,E6,G7,I7,H7,I7,I6,I5,H5,
S2,9,2,17,7,I4,I5,H5,I4,I4,I5,I6,I7,I8,I9,H9,G9,F9,E9,D9,C9,B9,
S2,9,3,19,9,D7,G5,D7,A9,B9,A8,A8,C9,C8,C7,D7,E7,E6,E5,E4,E3,E2,C7,B7,
S2,9,4,8,4,E2,E1,E1,E1,F1,G1,H1,I1,
S2,9,5,9,2,I1,G1,G2,F3,E3,D3,C3,B3,A3,
S2,9,6,6,0,A3,C3,C4,D5,E5,E6,
S2,9,7,16,10,E6,F7,G8,G9,F9,E9,D9,C9,B9,A9,A8,A7,A6,C6,E6,A6,
S2,10,0,16,8,D5,C5,B5,A5,A6,A5,A7,A8,A9,B9,C9,D9,E9,F9,G9,H9,
S2,10,1,9,5,I9,I8,H7,D5,I8,I7,I6,I5,H5,
S2,10,2,18,8,H5,G4,G3,G2,G1,F1,E1,D1,C1,B1,A1,A2,A3,A4,A5,A6,A7,A8,
S2,10,3,22,12,A9,B9,C8,H5,E6,B9,C8,C9,C8,C8,D9,E9,E8,F7,G6,G5,F5,E5,E5,E4,E3,E2,
S2,10,4,49,45,C5,D5,B9,C8,C9,C5,D1,E1,E2,E1,E3,F3,G3,H3,I3,I4,I5,I6,I7,I8,I9,H9,G9,G8,G9,F9,E9,E8,D9,C9,C8,B9,A9,A8,A7,A6,A5,A4,A3,A2,A1,B1,C1,D1,E1,F1,G1,H1,I1,
S2,10,5,7,0,G1,G2,F3,E3,D3,C3,B3,
S2,10,6,6,0,C4,C5,D5,E5,E6,E7,
S2,10,7,12,6,E8,E9,D9,C9,B9,A9,A8,A7,A6,E6,A6,,
