S1,1,0,8,0,E5,D5,E5,G5,H5,I6,I7,I8,
S3,1,0,55,47,D5,E5,D5,C5,D5,E5,E6,F5,F5,G5,G6,G7,H7,H7,G7,H7,H7,G6,F7,E7,E8,E7,E8,D7,C7,B7,A7,A8,A9,A8,A7,A6,A5,A4,A3,A2,A1,B1,A2,C2,C1,E2,E1,F1,G1,G2,H1,I1,I2,I3,I4,I5,I6,I7,H7,
S3,1,1,6,2,I8,G8,G7,G6,G5,H5,
S3,1,2,56,46,G4,G3,F3,E3,D3,C3,B3,C4,C5,D5,C6,C7,B7,C7,D7,E7,F7,G7,G8,G7,G6,G5,G4,G3,F3,F3,G3,G2,H3,I3,I4,I5,I4,H3,H1,G1,G1,F1,E1,D1,C1,B1,A1,A2,A3,B3,A2,A3,A4,A5,B5,A6,A7,B7,A8,A9,
S3,1,3,10,0,B9,C8,C9,C7,C6,C5,C4,D3,E3,E2,
S3,1,4,63,59,E3,E4,D5,C6,C7,D7,E7,F7,G7,G6,G5,G4,G3,F3,E3,D3,C3,C4,C3,D3,E3,F3,G3,G4,G5,G6,G7,H7,I7,I6,I7,I8,I9,H9,G9,G8,G9,F9,E9,E8,D9,C9,C8,C7,A8,A7,A6,A5,A4,A3,A2,A1,B1,A2,C1,C2,C1,B1,D1,E1,F1,G1,G2,
S3,1,5,10,3,H1,G2,G1,H1,F1,E2,D1,C2,C3,B3,
S3,1,6,7,1,C3,C4,D3,E3,E4,E5,E6,
S3,1,7,7,1,E5,D5,C5,C5,B5,A5,A6,
S3,2,0,33,25,D5,E5,E4,E5,E6,E7,F7,E7,D7,C7,C6,C5,D5,C4,C3,D3,D3,E3,F3,G3,G4,G4,G3,G4,H3,I3,I2,I3,I4,I5,I6,I7,I8,
S3,2,1,5,1,I7,H7,G6,G5,H5,
S3,2,2,13,3,H5,G5,F5,E5,E6,D5,C5,B5,A5,A6,A7,A8,A9,
S3,2,3,10,0,B9,A8,A7,A6,A3,A2,A1,B1,C1,D1,
S3,2,4,10,6,E1,E2,E1,E2,D1,E1,E2,F1,G1,G2,
S3,2,5,10,3,H1,H1,H1,G1,G2,F3,E3,D3,C3,B3,
S3,2,6,6,0,C4,C5,D5,E5,E6,D7,
S3,2,7,7,1,C6,C5,D5,B5,A5,A6,,
S3,3,0,8,0,D5,E5,E6,E7,F7,G7,H7,I7,
S3,3,1,34,30,I8,H7,I7,I6,I5,H5,I4,I3,H3,I2,I1,H1,G1,F1,E1,E2,D1,C1,C2,B1,A1,A2,A3,A4,A5,B5,C5,C4,D5,E5,F5,G4,G5,H5,
S3,3,2,10,0,G5,G6,F7,E7,E8,D9,C9,C8,B9,A8,
S3,3,3,41,31,A8,A9,A8,A7,B7,A6,A5,A4,A3,A2,A1,A2,B1,C1,D1,E1,F1,G1,G2,G3,G4,G5,G6,F5,G5,E5,D5,C5,B5,A5,A6,B5,A4,A3,B3,C2,C3,D3,E3,E2,E3,
S3,3,4,8,4,D3,D1,E1,F1,G1,G2,H1,H1,
S3,3,5,11,4,G1,G1,G2,F3,G3,E3,D3,C3,B3,B3,A3,
S3,3,6,8,2,C3,C4,C5,D5,E5,E6,E7,D7,
S3,3,7,25,19,C7,C8,D7,C8,C7,C6,C5,D5,E5,D5,C5,B5,A5,A4,A3,B3,A2,A1,A3,A4,A5,B5,A6,,,
S3,4,0,18,10,D5,E5,E6,D5,E5,F5,G5,H5,I5,G5,F5,E5,E6,F7,G7,G8,H7,I7,
S3,4,1,19,15,I8,I9,H9,H7,I7,I8,I7,H7,H7,I7,I6,I5,I4,H3,G3,G2,H3,G3,G4,
S3,4,2,13,3,H5,G5,G4,H5,H5,G5,F5,E6,E7,D7,C8,C9,B9,
S3,4,3,13,3,A8,A8,B7,A7,A6,A5,A4,A3,B3,C3,C3,C2,D1,
S3,4,4,12,8,E2,E3,E4,F5,E5,D5,E4,E3,E2,F1,G1,H1,
S3,4,5,8,1,G1,G2,G3,F3,E3,D3,C3,C4,
S3,4,6,7,1,B3,A4,C4,C5,D5,E5,E6,
S3,4,7,6,0,E7,D7,C7,B7,A6,,
S3,5,0,9,1,D5,E5,E4,E5,F5,G5,G6,G7,H7,
S3,5,1,7,3,I7,I8,I7,H7,G6,G5,H5,
S3,5,2,10,0,G4,G5,F5,E5,E6,E7,D7,C7,C8,C9,
S3,5,3,19,9,B9,C8,C9,C7,C6,C5,D5,C4,C3,D3,E4,E3,F3,G3,G2,G1,F1,E1,E2,
S3,5,4,7,3,E1,E1,E1,F1,G1,G2,H1,
S3,5,5,7,0,G2,G3,F3,E3,D3,C3,B3,
S3,5,6,6,0,C5,B5,D5,E6,C6,,
S3,5,7,6,0,,,,,,,
S3,6,0,15,7,D5,C6,C7,B7,B9,A9,C9,C8,C7,D7,E8,E7,F7,G7,G8,
S3,6,1,4,0,I8,I7,H7,H5,
S3,6,2,10,0,G4,F5,E5,E6,E7,D7,D9,C9,C8,B9,
S3,6,3,10,0,B7,C7,C6,C5,C4,D3,E2,F1,G1,H1,
S3,6,4,4,0,H3,G3,F3,E3,
S3,6,5,7,0,D3,C3,C4,A4,B5,C5,D5,
S3,6,6,6,0,E5,E6,E7,D7,C6,A6,
S3,6,7,6,0,,,,,,,
S3,7,0,19,11,D5,C5,C4,D5,C6,D7,C7,C8,C9,B9,C9,C8,D9,E9,E8,F9,G8,G9,H9,
S3,7,1,7,3,I8,H7,G8,G7,G6,G5,H5,
S3,7,2,11,1,G4,G3,G5,G6,G7,F7,E8,E9,D9,C9,B9,
S3,7,3,10,0,B7,C7,C6,C5,C4,C3,D3,E2,E1,F1,
S3,7,4,5,1,G1,H1,G2,G3,F3,
S3,7,5,7,0,E3,D3,C3,C4,A4,B5,C5,
S3,7,6,6,0,D5,E5,E6,E6,C6,A6,
S3,7,7,6,0,,,,,,,
S3,8,0,8,0,D5,E5,E6,F7,G7,G8,I8,H9,
S3,8,1,5,1,H7,I7,H5,G4,F5,
