ID,Make,Model,Year,Trim,Description,Class,URL,Body type,Length (in),Width (in),Height (in),Wheelbase (in),Curb weight (lbs),Gross weight (lbs),Cylinders,Horsepower (HP),Valves,Valve timing,Drive type,Transmission,Engine type,Fuel type,Fuel tank capacity (gal),EPA mileage (mpg),Front head room (in),Front hip room (in),Front leg room (in),Front shoulder room (in),Rear head room (in),Rear hip room (in),Rear leg room (in),Rear shoulder room (in),Cargo capacity (cu ft)
1,Lexus,CT,2011,200h - 4dr Hatchback,(1.8L 4-cyl. Hybrid CVT Automatic)                     ,Compact car,https://media.ed.edmunds-media.com/lexus/ct-200h/2011/oem/2011_lexus_ct-200h_4dr-hatchback_premium_fq_oem_2_400.jpg,Hatchback,170.1,69.5,56.7,102.4,3130,4065,I4,134,16, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Regular unleaded,11.9, 43/40 mpg,37.8,53,41.5,53.9,37,51.8,32.9,52.6,14.3
2,Lexus,CT,2011,200h Premium - 4dr Hatchback,(1.8L 4-cyl. Hybrid CVT Automatic)                     ,Compact car,https://media.ed.edmunds-media.com/lexus/ct-200h/2011/oem/2011_lexus_ct-200h_4dr-hatchback_premium_fq_oem_2_400.jpg,Hatchback,170.1,69.5,56.7,102.4,3130,4065,I4,134,16, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Regular unleaded,11.9, 43/40 mpg,37.8,53,41.5,53.9,37,51.8,32.9,52.6,14.3
3,Lexus,CT,2012,200h - 4dr Hatchback,(1.8L 4-cyl. Hybrid CVT Automatic)                     ,Compact car,https://media.ed.edmunds-media.com/lexus/ct-200h/2012/oem/2012_lexus_ct-200h_4dr-hatchback_premium_fq_oem_3_400.jpg,Hatchback,170.1,69.5,56.7,102.4,3146,4065,I4,134,16, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Regular unleaded,11.9, 43/40 mpg,38.9,53.1,42.1,54,37.1,51.8,32.8,52.6,14.3
4,Lexus,CT,2012,200h Premium - 4dr Hatchback,(1.8L 4-cyl. Hybrid CVT Automatic)                     ,Compact car,https://media.ed.edmunds-media.com/lexus/ct-200h/2012/oem/2012_lexus_ct-200h_4dr-hatchback_premium_fq_oem_3_400.jpg,Hatchback,170.1,69.5,56.7,102.4,3146,4065,I4,134,16, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Regular unleaded,11.9, 43/40 mpg,38.3,53.1,42.1,54,37.1,51.8,32.9,52.6,14.3
5,Lexus,CT,2013,200h - 4dr Hatchback,(1.8L 4-cyl. Hybrid CVT Automatic)                     ,Compact car,https://media.ed.edmunds-media.com/lexus/ct-200h/2012/oem/2012_lexus_ct-200h_4dr-hatchback_premium_fq_oem_3_400.jpg,Hatchback,170.1,69.5,56.7,102.4,3130,4065,I4,134,16, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Regular unleaded,11.9, 43/40 mpg,38.3,53.1,42.1,54,37.1,51.8,32.9,52.6,14.3
6,Lexus,CT,2014,200h - 4dr Hatchback,(1.8L 4-cyl. Hybrid CVT Automatic)                     ,Compact car,https://media.ed.edmunds-media.com/lexus/ct-200h/2014/oem/2014_lexus_ct-200h_4dr-hatchback_base_fq_oem_3_400.jpg,Hatchback,171.2,69.5,57.3,102.4,3130,4065,I4,134,16, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Regular unleaded,11.9, 43/40 mpg,38.3,53,42.1,53.9,37,51.8,32.9,52.6,14.3
7,Lexus,CT,2015,200h - 4dr Hatchback,(1.8L 4-cyl. Hybrid CVT Automatic)                     ,Compact car,https://media.ed.edmunds-media.com/lexus/ct-200h/2014/oem/2014_lexus_ct-200h_4dr-hatchback_base_fq_oem_3_400.jpg,Hatchback,171.2,69.5,57.3,102.4,3130,4065,I4,134,16, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Regular unleaded,11.9, 43/40 mpg,38.3,53,42.1,53.9,37,51.8,32.9,52.6,14.3
8,Lexus,CT,2016,200h - 4dr Hatchback,(1.8L 4-cyl. Hybrid CVT Automatic)                     ,Compact car,https://media.ed.edmunds-media.com/lexus/ct-200h/2016/oem/2016_lexus_ct-200h_4dr-hatchback_base_fq_oem_10_400.jpg,Hatchback,171.2,69.5,57.3,102.4,3130,4065,I4,134,16, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Regular unleaded,11.9, 43/40 mpg,38.3,53,42.1,53.9,37,51.8,32.9,52.6,14.3
9,Lexus,CT,2017,200h - 4dr Hatchback,(1.8L 4-cyl. Hybrid CVT Automatic)                     ,Compact car,https://media.ed.edmunds-media.com/lexus/ct-200h/2017/oem/2017_lexus_ct-200h_4dr-hatchback_base_fq_oem_1_400.jpg,Hatchback,171.3,69.5,57.3,102.4,3130,4065,I4,134,16, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Regular unleaded,11.9, 43/40 mpg,38.4,53,42.1,53.9,37,51.8,32.9,52.6,14.3
10,Lexus,ES,1990,ES 250 - Sedan,(2.5L V6 5-speed Manual)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-250/1990/oem/1990_lexus_es-250_sedan_base_fq_oem_1_400.jpg,Sedan,183.1,66.9,53.1,102.4,3163,,V6,156,,, Front wheel drive , 5-speed manual, Gas, Regular unleaded,15.9, 17/24 mpg,37.8,,42.9,53.9,36.6,,32.5,53.3,13.1
11,Lexus,ES,1991,ES 250 - Sedan,(2.5L V6 5-speed Manual)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-250/1990/oem/1990_lexus_es-250_sedan_base_fq_oem_1_400.jpg,Sedan,183.1,66.9,53.1,102.4,,,V6,156,,, Front wheel drive , 5-speed manual, Gas, Regular unleaded,15.9, 17/23 mpg,,,,,,,,,
12,Lexus,ES,1992,ES 300 - Sedan,(3.0L V6 5-speed Manual)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300/1992/oem/1992_lexus_es-300_sedan_base_fq_oem_2_400.jpg,Sedan,187.8,70,53.9,103.1,3362,,V6,185,,, Front wheel drive , 5-speed manual, Gas, Regular unleaded,18.5, 17/24 mpg,37.8,,43.5,56.1,36.6,,33.1,55.1,14.3
13,Lexus,ES,1993,ES 300 - Sedan,(3.0L V6 5-speed Manual)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300/1993/oem/1993_lexus_es-300_sedan_base_fq_oem_1_400.jpg,Sedan,187.8,70,53.9,103.1,3362,,V6,185,,, Front wheel drive , 5-speed manual, Gas, Regular unleaded,18.5, 16/22 mpg,37.8,55.9,43.5,56.1,36.6,54.3,33.1,55.1,14.3
14,Lexus,ES,1994,ES 300 - Sedan,(3.0L V6 4-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300/1994/oem/1994_lexus_es-300_sedan_base_fq_oem_1_400.jpg,Sedan,187.8,70,53.9,103.1,3374,,V6,188,,, Front wheel drive , 4-speed automatic, Gas, Regular unleaded,18.5, 16/22 mpg,37.8,,43.5,56.1,36.6,,33.1,55.1,14.3
15,Lexus,ES,1995,ES 300 - Sedan,(3.0L V6 4-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300/1995/oem/1995_lexus_es-300_sedan_base_fq_oem_1_400.jpg,Sedan,187.8,70,53.9,103.1,3374,,V6,188,,, Front wheel drive , 4-speed automatic, Gas, Regular unleaded,18.5, 18/26 mpg,37.8,,43.5,,36.6,,33.1,,14.3
16,Lexus,ES,1996,ES 300 - Sedan,(3.0L V6 4-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300/1996/oem/1996_lexus_es-300_sedan_base_fq_oem_2_400.jpg,Sedan,187.8,70,54.7,103.1,3374,,V6,188,,, Front wheel drive , 4-speed automatic, Gas, Regular unleaded,18.5, 18/26 mpg,37.8,,43.5,56.1,36.6,,33.1,55.1,14.3
17,Lexus,ES,1997,ES 300 - Sedan,(3.0L V6 4-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300/1997/oem/1997_lexus_es-300_sedan_base_fq_oem_2_400.jpg,Sedan,190.2,70.5,54.9,105.1,3296,,V6,200,,, Front wheel drive , 4-speed automatic, Gas, Regular unleaded,18.5, 17/24 mpg,38,53.3,43.5,55.6,36.2,53.4,34.4,54.1,13
18,Lexus,ES,1998,ES 300 - Sedan,(3.0L V6 4-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300/1997/oem/1997_lexus_es-300_sedan_base_fq_oem_2_400.jpg,Sedan,190.2,70.5,54.9,105.1,3378,,V6,200,,, Front wheel drive , 4-speed automatic, Gas, Regular unleaded,18.5, 17/25 mpg,38,53.3,43.5,55.6,36.2,53.4,34.4,54.1,13
19,Lexus,ES,1999,ES 300 - Sedan,(3.0L V6 4-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300/1999/oem/1999_lexus_es-300_sedan_base_fq_oem_2_400.jpg,Sedan,190.2,70.5,54.9,105.1,3351,,V6,210,,, Front wheel drive , 4-speed automatic, Gas, Regular unleaded,18.5, 17/24 mpg,38,53.3,43.5,55.6,36.2,53.4,34.4,54.1,13
20,Lexus,ES,2000,ES 300 - Sedan,(3.0L V6 4-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300/2000/oem/2000_lexus_es-300_sedan_base_fq_oem_1_400.jpg,Sedan,190.2,70.5,54.9,105.1,3373,,V6,210,,, Front wheel drive , 4-speed automatic, Gas, Regular unleaded,18.5, 17/24 mpg,38,53.3,43.5,55.6,36.2,53.4,34.4,54.1,13
21,Lexus,ES,2001,ES 300 - Sedan,(3.0L V6 4-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300/2001/oem/2001_lexus_es-300_sedan_base_fq_oem_1_400.jpg,Sedan,190.2,70.5,54.9,105.1,3373,,V6,210,24, Variable, Front wheel drive , 4-speed automatic, Gas, Premium unleaded (required),18.5, 17/24 mpg,38,53.3,43.5,55.6,36.2,53.4,34.4,54.1,13
22,Lexus,ES,2002,ES 300 - Sedan,(3.0L V6 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300/2002/oem/2002_lexus_es-300_sedan_base_fq_oem_1_400.jpg,Sedan,191.1,71.3,57.3,107.1,3439,,V6,210,24, Variable, Front wheel drive , 5-speed automatic, Gas, Regular unleaded,18.5, 18/27 mpg,38.5,55.5,42.2,56.8,37.4,55.5,35.6,55.8,14.5
23,Lexus,ES,2003,ES 300 - Sedan,(3.0L V6 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300/2003/oem/2003_lexus_es-300_sedan_base_fq_oem_1_400.jpg,Sedan,191.1,71.3,57.3,107.1,3439,,V6,210,24, Variable, Front wheel drive , 5-speed automatic, Gas, Regular unleaded,18.5, 18/27 mpg,37.6,55.5,42.2,56.8,36.9,55.5,35.6,55.8,14.5
24,Lexus,ES,2004,ES 330 - Sedan,(3.3L V6 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300/2003/oem/2003_lexus_es-300_sedan_base_fq_oem_1_400.jpg,Sedan,191.1,71.3,57.3,107.1,3460,4485,V6,225,24, Variable, Front wheel drive , 5-speed automatic, Gas, Regular unleaded,18.5, 18/27 mpg,37.6,55.5,42.2,56.8,36.9,55.5,35.6,55.8,14.5
25,Lexus,ES,2005,ES 330 - Sedan,(3.3L V6 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-330/2005/oem/2005_lexus_es-330_sedan_base_fq_oem_1_400.jpg,Sedan,191.1,71.3,57.3,107.1,3472,4540,V6,225,24, Variable, Front wheel drive , 5-speed automatic, Gas, Regular unleaded,18.5, 18/27 mpg,37.6,55.5,42.2,56.8,36.9,55.5,35.6,55.8,14.5
26,Lexus,ES,2006,ES 330 - Sedan,(3.3L V6 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-330/2006/oem/2006_lexus_es-330_sedan_base_fq_oem_3_400.jpg,Sedan,191.1,71.3,57.3,107.1,3472,4540,V6,218,24, Variable, Front wheel drive , 5-speed automatic, Gas, Regular unleaded,18.5, 18/27 mpg,37.6,55.5,42.2,56.8,36.9,55.5,35.6,55.8,14.5
27,Lexus,ES,2007,ES 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-350/2007/oem/2007_lexus_es-350_sedan_base_fq_oem_1_400.jpg,Sedan,191.1,71.7,57.1,109.3,3580,4679,V6,272,24, Variable, Front wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.5, 19/27 mpg,37.4,55.9,42.2,57.3,36.8,52.8,35.9,56.3,14.7
28,Lexus,ES,2008,ES 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-350/2008/oem/2008_lexus_es-350_sedan_base_fq_oem_4_400.jpg,Sedan,191.1,71.7,57.1,109.3,3580,4679,V6,272,24, Variable, Front wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.5, 19/27 mpg,37.4,55.9,42.2,57.3,36.8,52.8,35.9,56.3,14.7
29,Lexus,ES,2009,ES 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-350/2008/oem/2008_lexus_es-350_sedan_base_fq_oem_1_400.jpg,Sedan,191.1,71.7,57.1,109.3,3580,4679,V6,272,24, Variable, Front wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.5, 19/27 mpg,37.4,55.9,42.2,57.3,36.8,52.8,35.9,56.3,14.7
30,Lexus,ES,2010,ES 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-350/2010/oem/2010_lexus_es-350_sedan_base_fq_oem_1_400.jpg,Sedan,191.1,71.7,56.3,109.3,3605,,V6,272,24, Variable, Front wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),18.5, 19/27 mpg,37.4,55.9,42.2,57.3,36.8,52.8,35.9,56.3,14.7
31,Lexus,ES,2011,ES 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-350/2011/oem/2011_lexus_es-350_sedan_base_fq_oem_1_400.jpg,Sedan,191.1,71.7,56.3,109.3,3580,4680,V6,268,24, Variable, Front wheel drive , 6-speed shiftable automatic, Gas, Regular unleaded,18.5, 19/27 mpg,37.4,56.3,42.2,57.3,36.8,53.8,35.9,56.3,14.7
32,Lexus,ES,2012,ES 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-350/2012/oem/2012_lexus_es-350_sedan_base_fq_oem_1_400.jpg,Sedan,191.1,71.7,56.3,109.3,3580,4680,V6,268,24, Variable, Front wheel drive , 6-speed shiftable automatic, Gas, Regular unleaded,18.5, 19/28 mpg,37.4,56.3,42.2,57.3,36.8,53.8,35.9,56.3,14.7
33,Lexus,ES,2013,ES 300h - Sedan,(2.5L 4-cyl. Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300h/2013/oem/2013_lexus_es-300h_sedan_base_fq_oem_1_400.jpg,Sedan,192.7,71.7,57.1,111,3660,4740,I4,200,16, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Regular unleaded,17.2, 40/39 mpg,37.5,54.8,41.9,57.6,37.5,53.8,40,55,12.1
34,Lexus,ES,2013,ES 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-350/2013/oem/2013_lexus_es-350_sedan_base_fq_oem_1_400.jpg,Sedan,192.7,71.7,57.1,111,3549,4696,V6,268,24, Variable, Front wheel drive , 6-speed shiftable automatic, Gas, Regular unleaded,17.2, 21/31 mpg,37.5,54.8,41.9,57.6,37.5,53.8,40,55,15.2
35,Lexus,ES,2014,ES 300h - Sedan,(2.5L 4-cyl. Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300h/2013/oem/2013_lexus_es-300h_sedan_base_fq_oem_1_400.jpg,Sedan,192.7,71.1,57.1,111,3660,4740,I4,200,16, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Regular unleaded,17.2, 40/39 mpg,37.5,54.8,41.9,57.6,37.5,53.8,40,55,12.1
36,Lexus,ES,2014,ES 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-350/2013/oem/2013_lexus_es-350_sedan_base_fq_oem_1_400.jpg,Sedan,192.7,71.1,57.1,111,3549,4696,V6,268,24, Variable, Front wheel drive , 6-speed shiftable automatic, Gas, Regular unleaded,17.2, 21/31 mpg,37.5,54.8,41.9,57.6,37.5,53.8,40,55,15.2
37,Lexus,ES,2015,ES 300h - Sedan,(2.5L 4-cyl. Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300h/2013/oem/2013_lexus_es-300h_sedan_base_fq_oem_1_400.jpg,Sedan,192.7,71.1,57.1,111,3660,,I4,200,16, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Regular unleaded,17.2, 40/39 mpg,37.5,54.8,41.9,57.6,37.5,53.8,40,55,12.1
38,Lexus,ES,2015,ES 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-350/2013/oem/2013_lexus_es-350_sedan_base_fq_oem_1_400.jpg,Sedan,192.7,71.1,57.1,111,3549,,V6,268,24, Variable, Front wheel drive , 6-speed shiftable automatic, Gas, Regular unleaded,17.2, 21/31 mpg,37.5,54.8,41.9,57.6,37.5,53.8,40,55,15.2
39,Lexus,ES,2015,ES 350 Crafted Line - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-350/2013/oem/2013_lexus_es-350_sedan_base_fq_oem_1_400.jpg,Sedan,192.7,71.1,57.1,111,,,V6,268,24, Variable, Front wheel drive , 6-speed shiftable automatic, Gas, Regular unleaded,17.2, 21/31 mpg,37.5,54.8,41.9,57.6,37.5,53.8,40,55,15.2
40,Lexus,ES,2016,ES 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-350/2016/oem/2016_lexus_es-350_sedan_base_fq_oem_1_400.jpg,Sedan,193.3,71.7,57.1,111,3571,4696,V6,268,24, Variable, Front wheel drive , 6-speed shiftable automatic, Gas, Regular unleaded,17.2, 21/31 mpg,37.5,54.8,41.9,57.6,37.5,53.8,40,55,15.2
41,Lexus,ES,2016,ES 300h - Sedan,(2.5L 4-cyl. Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300h/2016/oem/2016_lexus_es-300h_sedan_base_fq_oem_4_400.jpg,Sedan,193.3,71.1,57.1,111,3682,4740,I4,200,16, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Regular unleaded,17.2, 40/39 mpg,37.5,54.8,41.9,57.6,37.5,53.8,40,55,12.1
42,Lexus,ES,2017,ES 350 - Sedan,(3.5L V6 6-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-350/2017/oem/2017_lexus_es-350_sedan_base_fq_oem_1_400.jpg,Sedan,193.3,71.7,57.1,111,3571,4696,V6,268,24, Variable, Front wheel drive , 6-speed shiftable automatic, Gas, Regular unleaded,17.2, 21/30 mpg,37.5,54.8,41.9,57.6,37.5,53.8,40,55,15.2
43,Lexus,ES,2017,ES 300h - Sedan,(2.5L 4-cyl. Hybrid CVT Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/es-300h/2017/oem/2017_lexus_es-300h_sedan_base_fq_oem_1_400.jpg,Sedan,193.3,71.7,57.1,111,3682,4740,I4,200,16, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Regular unleaded,17.2, 40/39 mpg,37.5,54.8,41.9,57.6,37.5,53.8,40,55,12.1
44,Lexus,GS,1993,GS 300 - Sedan,(3.0L 6-cyl. 4-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-300/1993/oem/1993_lexus_gs-300_sedan_base_fq_oem_2_400.jpg,Sedan,194.9,70.7,55.1,108.4,3709,,I6,220,,, Rear wheel drive , 4-speed automatic, Gas, Regular unleaded,21.1, 16/21 mpg,,,,,,,,,13
45,Lexus,GS,1994,GS 300 - Sedan,(3.0L 6-cyl. 4-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-300/1993/oem/1993_lexus_gs-300_sedan_base_fq_oem_2_400.jpg,Sedan,194.9,70.7,55.1,109.4,3660,,I6,220,,, Rear wheel drive , 4-speed automatic, Gas, Regular unleaded,21.1, 16/21 mpg,38.3,,44,57.3,36.8,,33.8,57.3,13
46,Lexus,GS,1995,GS 300 - Sedan,(3.0L 6-cyl. 4-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-300/1995/oem/1995_lexus_gs-300_sedan_base_fq_oem_1_400.jpg,Sedan,194.9,70.7,55.1,109.4,3660,,I6,220,,, Rear wheel drive , 4-speed automatic, Gas, Regular unleaded,21.1, 16/22 mpg,36.9,,44,,35.6,,33.8,,13
47,Lexus,GS,1996,GS 300 - Sedan,(3.0L 6-cyl. 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-300/1993/oem/1993_lexus_gs-300_sedan_base_fq_oem_2_400.jpg,Sedan,194.9,70.7,55.1,109.4,3673,,I6,220,,, Rear wheel drive , 5-speed automatic, Gas, Regular unleaded,21.1, 16/22 mpg,,,,,,,,,13
48,Lexus,GS,1997,GS 300 - Sedan,(3.0L 6-cyl. 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-300/1993/oem/1993_lexus_gs-300_sedan_base_fq_oem_2_400.jpg,Sedan,194.9,70.7,55.9,109.4,3660,,I6,220,,, Rear wheel drive , 5-speed automatic, Gas, Regular unleaded,21.1, 16/22 mpg,38.3,54.1,44,57.3,36.8,56.7,33.8,57.3,13
49,Lexus,GS,1998,GS 300 - Sedan,(3.0L 6-cyl. 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-400/1998/oem/1998_lexus_gs-400_sedan_base_fq_oem_3_400.jpg,Sedan,189,70.9,56.7,110.2,3635,4635,I6,225,,, Rear wheel drive , 5-speed automatic, Gas, Regular unleaded,19.8, 17/23 mpg,39.2,55,44.5,57.7,37,56.1,34.3,56.6,14.8
50,Lexus,GS,1998,GS 400 - Sedan,(4.0L V8 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-400/1998/oem/1998_lexus_gs-400_sedan_base_fq_oem_3_400.jpg,Sedan,189,70.9,56.7,110.2,3690,4690,V8,300,,, Rear wheel drive , 5-speed automatic, Gas, Regular unleaded,19.8, 15/21 mpg,39.2,55,44.5,57.7,37,56.1,34.3,56.6,14.8
51,Lexus,GS,1999,GS 300 - Sedan,(3.0L 6-cyl. 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-300/1999/oem/1999_lexus_gs-300_sedan_base_fq_oem_1_400.jpg,Sedan,189.2,70.9,56.7,110.2,3638,,I6,225,,, Rear wheel drive , 5-speed automatic, Gas, Regular unleaded,19.8, 18/23 mpg,39,55,44.5,57.7,37.4,56.1,34.3,56.6,14.8
52,Lexus,GS,1999,GS 400 - Sedan,(4.0L V8 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-400/1998/oem/1998_lexus_gs-400_sedan_base_fq_oem_3_400.jpg,Sedan,189.2,70.9,56.7,110.2,3693,,V8,300,,, Rear wheel drive , 5-speed automatic, Gas, Regular unleaded,19.8, 16/22 mpg,39,55,44.5,57.7,37.4,56.1,34.3,56.6,14.8
53,Lexus,GS,2000,GS 300 - Sedan,(3.0L 6-cyl. 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-300/2000/oem/2000_lexus_gs-300_sedan_base_fq_oem_3_400.jpg,Sedan,189.2,70.9,55.9,110.2,3638,4635,I6,220,,, Rear wheel drive , 5-speed automatic, Gas, Regular unleaded,19.8, 17/23 mpg,39,55,44.5,57.7,37.4,56.1,34.3,56.6,14.8
54,Lexus,GS,2000,GS 400 - Sedan,(4.0L V8 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-400/2000/oem/2000_lexus_gs-400_sedan_base_fq_oem_1_400.jpg,Sedan,189.2,70.9,55.9,110.2,3693,4690,V8,300,,, Rear wheel drive , 5-speed automatic, Gas, Regular unleaded,19.8, 16/22 mpg,39,55,44.5,57.7,37.4,56.1,34.3,56.6,14.8
55,Lexus,GS,2001,GS 300 - Sedan,(3.0L 6-cyl. 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-300/2000/oem/2000_lexus_gs-300_sedan_base_fq_oem_3_400.jpg,Sedan,189.2,70.9,55.9,110.2,3650,4635,I6,220,24, Variable, Rear wheel drive , 5-speed shiftable automatic, Gas, Premium unleaded (required),19.8, 16/22 mpg,39,55,44.5,57.7,37.4,56.1,34.3,56.6,14.8
56,Lexus,GS,2001,GS 430 - Sedan,(4.3L V8 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-430/2001/oem/2001_lexus_gs-430_sedan_base_fq_oem_1_400.jpg,Sedan,189.2,70.9,55.9,110.2,3715,4706,V8,300,32, Variable, Rear wheel drive , 5-speed automatic, Gas, Premium unleaded (required),19.8, 16/21 mpg,39,55,44.5,57.7,37.4,56.1,34.3,56.6,14.8
57,Lexus,GS,2002,GS 300 - Sedan,(3.0L 6-cyl. 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-300/2002/oem/2002_lexus_gs-300_sedan_base_fq_oem_1_400.jpg,Sedan,189.2,70.9,55.9,110.2,3649,4635,I6,220,24, Variable, Rear wheel drive , 5-speed shiftable automatic, Gas, Premium unleaded (required),19.8, 16/23 mpg,39,55,44.5,57.7,37.6,56.1,34.3,56.6,14.8
58,Lexus,GS,2002,GS 430 - Sedan,(4.3L V8 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-430/2002/oem/2002_lexus_gs-430_sedan_base_fq_oem_2_400.jpg,Sedan,189.2,70.9,55.9,110.2,3715,4706,V8,300,32, Variable, Rear wheel drive , 5-speed automatic, Gas, Premium unleaded (required),19.8, 16/21 mpg,39,55,44.5,57.7,37.6,56.1,34.3,56.6,14.8
59,Lexus,GS,2003,GS 300 - Sedan,(3.0L 6-cyl. 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-300/2002/oem/2002_lexus_gs-300_sedan_base_fq_oem_1_400.jpg,Sedan,189.2,70.9,55.9,110.2,3649,4645,I6,220,24, Variable, Rear wheel drive , 5-speed shiftable automatic, Gas, Premium unleaded (required),19.8, 16/23 mpg,37.6,55,44.5,57.7,36.4,56.1,34.3,56.6,14.8
60,Lexus,GS,2003,GS 430 - Sedan,(4.3L V8 5-speed Automatic)                     ,Mid-size car,https://media.ed.edmunds-media.com/lexus/gs-430/2002/oem/2002_lexus_gs-430_sedan_base_fq_oem_2_400.jpg,Sedan,189.2,70.9,55.9,110.2,3715,4716,V8,300,32, Variable, Rear wheel drive , 5-speed automatic, Gas, Premium unleaded (required),19.8, 16/22 mpg,37.6,55,44.5,57.7,36.4,56.1,34.3,56.6,14.8
