ID,Make,Model,Year,Trim,Description,Class,URL,Body type,Length (in),Width (in),Height (in),Wheelbase (in),Curb weight (lbs),Gross weight (lbs),Cylinders,Horsepower (HP),Valves,Valve timing,Drive type,Transmission,Engine type,Fuel type,Fuel tank capacity (gal),EPA mileage (mpg),Front head room (in),Front hip room (in),Front leg room (in),Front shoulder room (in),Rear head room (in),Rear hip room (in),Rear leg room (in),Rear shoulder room (in),Cargo capacity (cu ft)
389,Lexus,RX,2014,RX 450h - 4dr SUV,(3.5L V6 Hybrid AWD CVT Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-450h/2013/oem/2013_lexus_rx-450h_4dr-suv_base_fq_oem_1_400.jpg,SUV,187.8,74.2,66.7,107.9,4652,5974,V6,295,24, Variable, All wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (required),17.2, 30/28 mpg,39,55.5,43.1,57.9,37.7,54.5,37.1,57.5,40
390,Lexus,RX,2015,RX 350 - 4dr SUV,(3.5L V6 6-speed Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-350/2015/oem/2015_lexus_rx-350_4dr-suv_crafted-line_fq_oem_1_400.jpg,SUV,187.8,74.2,66.3,107.9,4178,5560,V6,270,24, Variable, Front wheel drive , 6-speed shiftable automatic, Gas, Regular unleaded,19.2, 18/25 mpg,39,55.5,43.1,58,37.7,54.5,36.8,57.6,40
391,Lexus,RX,2015,RX 350 - 4dr SUV,(3.5L V6 AWD 6-speed Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-350/2015/oem/2015_lexus_rx-350_4dr-suv_crafted-line_fq_oem_1_400.jpg,SUV,187.8,74.2,66.3,107.9,4343,5650,V6,270,24, Variable, All wheel drive , 6-speed shiftable automatic, Gas, Regular unleaded,19.2, 18/24 mpg,39,55.5,43.1,58,37.7,54.5,36.8,57.6,40
392,Lexus,RX,2015,RX 350 F Sport - 4dr SUV,(3.5L V6 AWD 8-speed Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-350/2015/oem/2015_lexus_rx-350_4dr-suv_crafted-line_fq_oem_1_400.jpg,SUV,187.8,74.2,67.7,107.9,4510,5650,V6,270,24, Variable, All wheel drive , 8-speed shiftable automatic, Gas, Regular unleaded,19.2, 18/26 mpg,39.1,55.5,43.1,58,37.7,54.5,36.8,57.6,40
393,Lexus,RX,2015,RX 350 Crafted Line - 4dr SUV,(3.5L V6 AWD 8-speed Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-350/2015/oem/2015_lexus_rx-350_4dr-suv_crafted-line_fq_oem_1_400.jpg,SUV,187.8,74.2,67.7,107.9,,5650,V6,270,24, Variable, All wheel drive , 8-speed shiftable automatic, Gas, Regular unleaded,19.2, 18/26 mpg,39.1,55.5,43.1,58,37.7,54.5,36.8,57.6,40
394,Lexus,RX,2015,RX 450h - 4dr SUV,(3.5L V6 Hybrid CVT Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-450h/2013/oem/2013_lexus_rx-450h_4dr-suv_base_fq_oem_1_400.jpg,SUV,187.8,74.2,66.7,107.9,4520,5765,V6,295,24, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (required),17.2, 32/28 mpg,39.1,55.6,43.1,58,37.7,54.5,36.8,57.6,40
395,Lexus,RX,2015,RX 450h - 4dr SUV,(3.5L V6 Hybrid AWD CVT Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-450h/2013/oem/2013_lexus_rx-450h_4dr-suv_base_fq_oem_1_400.jpg,SUV,187.8,74.2,66.7,107.9,4652,5974,V6,295,24, Variable, All wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (required),17.2, 30/28 mpg,39.1,55.6,43.1,58,37.7,54.5,36.8,57.6,40
396,Lexus,RX,2016,RX 350 - 4dr SUV,(3.5L V6 8-speed Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-350/2016/oem/2016_lexus_rx-350_4dr-suv_base_fq_oem_9_400.jpg,SUV,192.5,74.6,67.7,109.8,4222,5666,V6,295,24, Variable, Front wheel drive , 8-speed shiftable automatic, Gas, Regular unleaded,19.2, 20/28 mpg,39.4,56.6,44.1,57.8,39.1,56.1,38,57.6,18.4
397,Lexus,RX,2016,RX 350 - 4dr SUV,(3.5L V6 AWD 8-speed Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-350/2016/oem/2016_lexus_rx-350_4dr-suv_base_fq_oem_9_400.jpg,SUV,192.5,74.6,67.7,109.8,4387,5864,V6,295,24, Variable, All wheel drive , 8-speed shiftable automatic, Gas, Regular unleaded,19.2, 19/26 mpg,39.4,56.6,44.1,57.8,39.1,56.1,38,57.6,18.4
398,Lexus,RX,2016,RX 350 F Sport - 4dr SUV,(3.5L V6 AWD 8-speed Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-350/2016/oem/2016_lexus_rx-350_4dr-suv_base_fq_oem_9_400.jpg,SUV,192.5,74.6,67.7,109.8,4387,5864,V6,295,24, Variable, All wheel drive , 8-speed shiftable automatic, Gas, Regular unleaded,19.2, 19/26 mpg,39.4,56.6,44.1,57.8,39.1,56.1,38,57.6,18.4
399,Lexus,RX,2016,RX 450h - 4dr SUV,(3.5L V6 Hybrid CVT Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-450h/2016/oem/2016_lexus_rx-450h_4dr-suv_base_fq_oem_4_400.jpg,SUV,192.5,74.6,67.7,109.8,4608,5864,V6,308,24, Variable, Front wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (recommended),17.2, 31/30 mpg,39.4,56.6,44.1,57.8,38.2,56,38,57.6,18
400,Lexus,RX,2016,RX 450h - 4dr SUV,(3.5L V6 Hybrid AWD CVT Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-450h/2016/oem/2016_lexus_rx-450h_4dr-suv_base_fq_oem_4_400.jpg,SUV,192.5,74.6,67.7,109.8,4740,5997,V6,308,24, Variable, All wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (recommended),17.2, 30/28 mpg,39.4,56.6,44.1,57.8,38.2,56,38,57.6,18
401,Lexus,RX,2016,RX 450h F Sport - 4dr SUV,(3.5L V6 Hybrid AWD CVT Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-450h/2016/oem/2016_lexus_rx-450h_4dr-suv_base_fq_oem_4_400.jpg,SUV,192.5,74.6,67.7,109.8,4740,5997,V6,308,24, Variable, All wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (recommended),17.2, 30/28 mpg,39.4,56.6,44.1,57.8,38.2,56,38,57.6,18
402,Lexus,RX,2017,RX 350 - 4dr SUV,(3.5L V6 8-speed Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-350/2017/oem/2017_lexus_rx-350_4dr-suv_f-sport_fq_oem_9_400.jpg,SUV,192.5,74.6,67.7,109.8,4222,5666,V6,295,24, Variable, Front wheel drive , 8-speed shiftable automatic, Gas, Regular unleaded,19.2, 20/27 mpg,39.4,56.6,44.1,57.8,39.1,56.1,38,57.6,18.4
403,Lexus,RX,2017,RX 350 - 4dr SUV,(3.5L V6 AWD 8-speed Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-350/2017/oem/2017_lexus_rx-350_4dr-suv_f-sport_fq_oem_9_400.jpg,SUV,192.5,74.6,67.7,109.8,4387,5864,V6,295,24, Variable, All wheel drive , 8-speed shiftable automatic, Gas, Regular unleaded,19.2, 19/26 mpg,39.4,56.6,44.1,57.8,39.1,56.1,38,57.6,18.4
404,Lexus,RX,2017,RX 350 F SPORT - 4dr SUV,(3.5L V6 8-speed Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-350/2017/oem/2017_lexus_rx-350_4dr-suv_f-sport_fq_oem_9_400.jpg,SUV,192.5,74.6,67.7,109.8,4222,5666,V6,295,24, Variable, Front wheel drive , 8-speed shiftable automatic, Gas, Regular unleaded,19.2, 20/27 mpg,39.4,56.6,44.1,57.8,39.1,56.1,38,57.6,18.4
405,Lexus,RX,2017,RX 350 F SPORT - 4dr SUV,(3.5L V6 AWD 8-speed Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-350/2017/oem/2017_lexus_rx-350_4dr-suv_f-sport_fq_oem_9_400.jpg,SUV,192.5,74.6,67.7,109.8,4387,5864,V6,295,24, Variable, All wheel drive , 8-speed shiftable automatic, Gas, Regular unleaded,19.2, 19/26 mpg,39.4,56.6,44.1,57.8,39.1,56.1,38,57.6,18.4
406,Lexus,RX,2017,RX 450h - 4dr SUV,(3.5L V6 Hybrid AWD CVT Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-450h/2017/oem/2017_lexus_rx-450h_4dr-suv_base_fq_oem_1_400.jpg,SUV,192.5,74.6,67.7,109.8,4740,5997,V6,308,24, Variable, All wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (recommended),17.2, 31/28 mpg,39.4,56.6,44.1,57.8,38.2,56,38,57.6,18
407,Lexus,RX,2017,RX 450h F SPORT - 4dr SUV,(3.5L V6 Hybrid AWD CVT Automatic)                     ,Mid-size crossover SUV,https://media.ed.edmunds-media.com/lexus/rx-450h/2017/oem/2017_lexus_rx-450h_4dr-suv_base_fq_oem_1_400.jpg,SUV,192.5,74.6,67.7,109.8,4740,5997,V6,308,24, Variable, All wheel drive , Continuously variable-speed automatic, Hybrid, Premium unleaded (recommended),17.2, 31/28 mpg,39.4,56.6,44.1,57.8,38.2,56,38,57.6,18
408,Lexus,SC,1992,SC 300 - Coupe,(3.0L 6-cyl. 5-speed Manual)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-400/1993/oem/1993_lexus_sc-400_coupe_base_fq_oem_1_400.jpg,Coupe,191.1,70.5,52.4,105.9,3494,,I6,225,,, Rear wheel drive , 5-speed manual, Gas, Regular unleaded,20.6, 16/21 mpg,38.3,,44.1,56,36.1,,27.2,52.7,9.3
409,Lexus,SC,1992,SC 400 - Coupe,(4.0L V8 4-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-400/1993/oem/1993_lexus_sc-400_coupe_base_fq_oem_1_400.jpg,Coupe,191.1,70.5,52.6,105.9,3575,,V8,250,,, Rear wheel drive , 4-speed automatic, Gas, Regular unleaded,20.6, 16/20 mpg,38.3,,44.1,56,36.1,,27.2,52.7,9.3
410,Lexus,SC,1993,SC 300 - Coupe,(3.0L 6-cyl. 5-speed Manual)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-400/1993/oem/1993_lexus_sc-400_coupe_base_fq_oem_1_400.jpg,Coupe,191.1,70.5,52.4,105.9,3495,,I6,225,,, Rear wheel drive , 5-speed manual, Gas, Regular unleaded,20.6, 16/21 mpg,38.3,55.1,44.1,56,36.1,39.2,27.2,52.7,9.3
411,Lexus,SC,1993,SC 400 - Coupe,(4.0L V8 4-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-400/1993/oem/1993_lexus_sc-400_coupe_base_fq_oem_1_400.jpg,Coupe,191.1,70.5,52.6,105.9,3585,,V8,250,,, Rear wheel drive , 4-speed automatic, Gas, Regular unleaded,20.6, 16/22 mpg,38.3,55.1,44.1,56,36.1,39.2,27.2,52.7,9.3
412,Lexus,SC,1994,SC 300 - Coupe,(3.0L 6-cyl. 5-speed Manual)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-400/1994/oem/1994_lexus_sc-400_coupe_base_fq_oem_1_400.jpg,Coupe,191.1,70.5,52.4,105.9,3506,,I6,225,,, Rear wheel drive , 5-speed manual, Gas, Regular unleaded,20.6, 16/22 mpg,38.3,,44.1,56,36.1,,27.2,52.7,9.3
413,Lexus,SC,1994,SC 400 - Coupe,(4.0L V8 4-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-400/1994/oem/1994_lexus_sc-400_coupe_base_fq_oem_1_400.jpg,Coupe,191.1,70.5,52.6,105.9,3616,,V8,250,,, Rear wheel drive , 4-speed automatic, Gas, Regular unleaded,20.6, 16/22 mpg,38.3,,44.1,56,36.1,,27.2,52.7,9.3
414,Lexus,SC,1995,SC 300 - Coupe,(3.0L 6-cyl. 5-speed Manual)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-300/1995/oem/1995_lexus_sc-300_coupe_base_fq_oem_1_400.jpg,Coupe,191.1,70.5,52.4,105.9,3506,,I6,225,,, Rear wheel drive , 5-speed manual, Gas, Regular unleaded,20.6, 16/22 mpg,38.3,,44.1,,36.1,,27.2,,9.3
415,Lexus,SC,1995,SC 400 - Coupe,(4.0L V8 4-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-300/1995/oem/1995_lexus_sc-300_coupe_base_fq_oem_1_400.jpg,Coupe,191.1,70.5,52.4,105.9,3506,,V8,250,,, Rear wheel drive , 4-speed automatic, Gas, Regular unleaded,20.6, 16/20 mpg,38.3,,44.1,,36.1,,27.2,,9.3
416,Lexus,SC,1996,SC 300 - Coupe,(3.0L 6-cyl. 5-speed Manual)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-300/1996/oem/1996_lexus_sc-300_coupe_base_fq_oem_1_400.jpg,Coupe,191.1,70.5,52.6,105.9,3495,,I6,225,,, Rear wheel drive , 5-speed manual, Gas, Regular unleaded,20.6, 17/22 mpg,38.3,55.1,44.1,56,36.1,39.2,27.2,52.7,9.3
417,Lexus,SC,1996,SC 400 - Coupe,(4.0L V8 4-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-400/1996/oem/1996_lexus_sc-400_coupe_base_fq_oem_1_400.jpg,Coupe,191.1,70.5,52.6,105.9,3585,,V8,250,,, Rear wheel drive , 4-speed automatic, Gas, Regular unleaded,20.6, 16/22 mpg,38.3,55.1,44.1,56,36.1,39.2,27.2,52.7,9.3
418,Lexus,SC,1997,SC 300 - Coupe,(3.0L 6-cyl. 5-speed Manual)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-300/1997/oem/1997_lexus_sc-300_coupe_base_fq_oem_1_400.jpg,Coupe,192.5,70.9,53.2,105.9,3538,,I6,225,,, Rear wheel drive , 5-speed manual, Gas, Regular unleaded,20.6, 17/22 mpg,38.3,55.1,44.1,56,36.1,39.2,27.2,52.7,9.3
419,Lexus,SC,1997,SC 400 - Coupe,(4.0L V8 4-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-400/1998/oem/1998_lexus_sc-400_coupe_base_fq_oem_1_400.jpg,Coupe,192.5,70.9,53.2,105.9,3605,,V8,260,,, Rear wheel drive , 4-speed automatic, Gas, Regular unleaded,20.6, 16/21 mpg,38.3,55.1,44.1,56,36.1,39.2,27.2,52.7,9.3
420,Lexus,SC,1998,SC 300 - Coupe,(3.0L 6-cyl. 4-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-400/1998/oem/1998_lexus_sc-400_coupe_base_fq_oem_1_400.jpg,Coupe,192.5,70.9,53.2,105.9,3560,4497,I6,225,,, Rear wheel drive , 4-speed automatic, Gas, Regular unleaded,20.6, 17/22 mpg,38.3,55.1,44.1,56,36.1,39.2,27.2,52.7,9.3
421,Lexus,SC,1998,SC 400 - Coupe,(4.0L V8 5-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-400/1998/oem/1998_lexus_sc-400_coupe_base_fq_oem_1_400.jpg,Coupe,192.5,70.9,53.2,105.9,3655,4497,V8,290,,, Rear wheel drive , 5-speed automatic, Gas, Regular unleaded,20.6, 17/23 mpg,38.3,55.1,44.1,56,36.1,39.2,27.2,52.7,9.3
422,Lexus,SC,1999,SC 300 - Coupe,(3.0L 6-cyl. 4-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-400/1998/oem/1998_lexus_sc-400_coupe_base_fq_oem_1_400.jpg,Coupe,192.5,70.9,53.2,105.9,3560,,I6,225,,, Rear wheel drive , 4-speed automatic, Gas, Regular unleaded,20.6, 17/22 mpg,38.3,55.1,44.1,56,36.1,39.2,27.2,52.7,9.3
423,Lexus,SC,1999,SC 400 - Coupe,(4.0L V8 5-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-400/1999/oem/1999_lexus_sc-400_coupe_base_fq_oem_1_400.jpg,Coupe,192.5,70.9,53.2,105.9,3655,,V8,290,,, Rear wheel drive , 5-speed automatic, Gas, Regular unleaded,20.6, 16/23 mpg,38.3,55.1,44.1,56,36.1,39.2,27.2,52.7,9.3
424,Lexus,SC,2000,SC 300 - Coupe,(3.0L 6-cyl. 4-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-300/2000/oem/2000_lexus_sc-300_coupe_base_fq_oem_1_400.jpg,Coupe,192.9,70.9,53.2,105.9,3560,4497,I6,225,,, Rear wheel drive , 4-speed automatic, Gas, Regular unleaded,20.6, 17/22 mpg,38.3,55.1,44.1,56,36.1,39.2,27.2,52.7,9.3
425,Lexus,SC,2000,SC 400 - Coupe,(4.0L V8 5-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-400/2000/oem/2000_lexus_sc-400_coupe_base_fq_oem_1_400.jpg,Coupe,192.9,70.9,53.2,105.9,3655,4497,V8,290,,, Rear wheel drive , 5-speed automatic, Gas, Regular unleaded,20.6, 16/23 mpg,38.3,55.1,44.1,56,36.1,39.2,27.2,52.7,9.3
426,Lexus,SC,2002,SC 430 - Convertible,(4.3L V8 5-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-430/2002/oem/2002_lexus_sc-430_convertible_base_fq_oem_2_400.jpg,Convertible,177.8,72,53.1,103.1,3840,4530,V8,300,32, Variable, Rear wheel drive , 5-speed automatic, Gas, Premium unleaded (required),19.8, 16/21 mpg,37.2,55.7,43.6,53.8,33.9,49.5,27.1,46.6,8.8
427,Lexus,SC,2003,SC 430 - Convertible,(4.3L V8 5-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-430/2002/oem/2002_lexus_sc-430_convertible_base_fq_oem_2_400.jpg,Convertible,177.8,72,53.1,103.1,3840,4530,V8,300,32, Variable, Rear wheel drive , 5-speed automatic, Gas, Premium unleaded (required),19.8, 16/22 mpg,37.2,55.7,43.6,53.8,33.9,49.5,27.1,46.6,8.8
428,Lexus,SC,2004,SC 430 - Convertible,(4.3L V8 5-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-430/2002/oem/2002_lexus_sc-430_convertible_base_fq_oem_3_400.jpg,Convertible,177.8,72,53.1,103.1,3840,4530,V8,300,32, Variable, Rear wheel drive , 5-speed automatic, Gas, Premium unleaded (required),19.8, 16/22 mpg,37.2,55.7,43.6,53.8,33.9,49.5,27.1,46.6,8.8
429,Lexus,SC,2005,SC 430 - Convertible,(4.3L V8 5-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-430/2002/oem/2002_lexus_sc-430_convertible_base_fq_oem_1_400.jpg,Convertible,177.8,72,53.1,103.1,3840,4530,V8,300,32, Variable, Rear wheel drive , 5-speed automatic, Gas, Premium unleaded (required),19.8, 16/22 mpg,37.2,55.7,43.6,53.8,33.9,49.5,27.1,46.6,8.8
430,Lexus,SC,2006,SC 430 - Convertible,(4.3L V8 6-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-430/2006/ei/2006_lexus_sc-430_convertible_base_pr_ei_1_400.jpg,Convertible,178.5,72,53.1,103.1,3840,4530,V8,288,32, Variable, Rear wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),19.8, 17/23 mpg,37.2,55.7,43.6,53.8,33.9,49.5,27.1,46.6,8.8
431,Lexus,SC,2007,SC 430 - Convertible,(4.3L V8 6-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-430/2007/oem/2007_lexus_sc-430_convertible_base_fq_oem_2_400.jpg,Convertible,178.5,72,53.1,103.1,3840,4530,V8,288,32, Variable, Rear wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),19.8, 16/23 mpg,37.2,55.7,43.6,53.8,33.9,49.5,27.1,46.6,8.8
432,Lexus,SC,2008,SC 430 - Convertible,(4.3L V8 6-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-430/2008/oem/2008_lexus_sc-430_convertible_base_fq_oem_3_400.jpg,Convertible,178.5,72,53.1,103.1,3840,4530,V8,288,32, Variable, Rear wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),19.8, 16/23 mpg,37.2,55.7,43.6,53.8,33.9,49.5,27.1,46.6,8.8
433,Lexus,SC,2009,SC 430 - Convertible,(4.3L V8 6-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-430/2009/oem/2009_lexus_sc-430_convertible_base_fq_oem_1_400.jpg,Convertible,178.5,72,53.1,103.1,3840,4530,V8,288,32, Variable, Rear wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),19.8, 16/23 mpg,37.2,55.7,43.6,53.8,33.9,49.5,27.1,46.6,8.8
434,Lexus,SC,2010,SC 430 - Convertible,(4.3L V8 6-speed Automatic)                     ,Sport car,https://media.ed.edmunds-media.com/lexus/sc-430/2010/oem/2010_lexus_sc-430_convertible_base_fq_oem_1_400.jpg,Convertible,178.5,72,53.1,103.1,3840,4530,V8,288,32, Variable, Rear wheel drive , 6-speed shiftable automatic, Gas, Premium unleaded (required),19.8, 16/23 mpg,37.2,55.7,43.6,53.8,33.9,49.5,27.1,46.6,8.8
